Tape ID   Status    State            Usable(GB)  Used(GB)  Available(GB)  Reclaimable%  Pool        Library    Location  Task ID
A00117JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00118JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00119JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00120JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00121JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00122JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00123JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00124JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00125JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00126JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00127JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00128JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00129JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00130JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00131JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00132JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00133JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00134JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00135JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00136JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00137JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00138JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00139JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00140JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00141JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00142JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00143JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00144JE  ok        appendable            19485     19483              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00145JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00146JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00147JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00148JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00149JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00150JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00151JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00152JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00153JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00154JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00155JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00156JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00157JE  ok        appendable            19485     19483              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00158JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00159JE  ok        appendable            19485     19464             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00160JE  ok        appendable            19485     19474             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00161JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00162JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00163JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00164JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00165JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00166JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00167JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00168JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00169JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00170JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00171JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00172JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00173JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00174JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00175JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00176JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00177JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00178JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00179JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00180JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00181JE  ok        appendable            19485     19475             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00182JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00183JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00184JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00185JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00186JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00187JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00188JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00189JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00190JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00191JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00192JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00193JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00194JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00195JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00196JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00197JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00198JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00199JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00200JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00201JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00202JE  ok        appendable            19485     19465             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00203JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00204JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00205JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00206JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00207JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00208JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00209JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00210JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00211JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00212JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00213JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00214JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00215JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00216JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00217JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00218JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00219JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00220JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00221JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00222JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00223JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00224JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00225JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00226JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00227JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00228JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00229JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00230JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00231JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00232JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00233JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00234JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00235JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00236JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00237JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00238JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00239JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00240JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00241JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00242JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00243JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00244JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00245JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00246JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00247JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00248JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00249JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00250JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00251JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00252JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00253JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00254JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00255JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00256JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00257JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00258JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00259JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00260JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00261JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00262JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00263JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00264JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00265JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00266JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00267JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00268JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00269JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00270JE  ok        appendable            19485     19476              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00271JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00272JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00273JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00274JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00275JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00276JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00277JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00278JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00279JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00280JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00281JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00282JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00283JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00284JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00285JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00286JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00287JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00288JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00289JE  ok        unassigned                0         0              0            0%  -           PriceLib   ieslot    -      
A00290JE  ok        appendable            19485     19478              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00301JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00302JE  ok        appendable            19485     19463             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00303JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00304JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00305JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00306JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00307JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00308JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00309JE  ok        appendable            19485     19465             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00310JE  ok        appendable            19485     19475             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00311JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00312JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00313JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00314JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00315JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00316JE  ok        appendable            19485     19473             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00317JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00318JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00319JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00320JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00321JE  ok        appendable            19485     19474             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00322JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00323JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00324JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00325JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00326JE  ok        appendable            19485     19477              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00327JE  ok        appendable            19485     19465             19            0%  gpfsYDC001  PriceLib   homeslot  -      
A00328JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00329JE  ok        appendable            19485     19469             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00330JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00331JE  ok        appendable            19485     19463             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00332JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00333JE  ok        data_full             19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00334JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00335JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00336JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00337JE  ok        appendable            19485     19474             10            0%  gpfsYDC001  PriceLib   homeslot  -      
A00338JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00339JE  ok        appendable            19485     19464             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00340JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00341JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00342JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00343JE  ok        data_full             19485     19484              0            0%  gpfsYDC001  PriceLib   homeslot  -      
A00344JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00345JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00346JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00347JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00348JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00349JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00350JE  ok        appendable            19485     19474             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00351JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00352JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00353JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00354JE  ok        appendable            19485     19481              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00355JE  ok        appendable            19485     19473             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00356JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00357JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00358JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00359JE  ok        appendable            19485     19470             14            0%  gpfsYDC001  PriceLib   homeslot  -      
A00360JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00361JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00362JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00363JE  ok        appendable            19485     19469             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00364JE  ok        appendable            19485     19473             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00365JE  ok        appendable            19485     19483              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00366JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00367JE  ok        appendable            19485     19477              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00368JE  ok        appendable            19485     19470             14            0%  gpfsYDC001  PriceLib   homeslot  -      
A00369JE  ok        appendable            19485     19470             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00370JE  ok        appendable            19485     19472             13            0%  gpfsYDC001  PriceLib   homeslot  -      
A00371JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00372JE  ok        appendable            19485     19477              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00373JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00374JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00375JE  ok        appendable            19485     19473             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00376JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00377JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00378JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00379JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00380JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00381JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00382JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00383JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00384JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00385JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00386JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00387JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00388JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00389JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00390JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00391JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00392JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00393JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00394JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00395JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00396JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00397JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00398JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00399JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00400JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00401JE  ok        appendable            19485     19463             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00402JE  ok        appendable            19485     19471             13            0%  gpfsYDC001  PriceLib   homeslot  -      
A00403JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00404JE  ok        appendable            19485     19480              4            0%  gpfsYDC001  PriceLib   homeslot  -      
A00405JE  ok        appendable            19485     19470             14            0%  gpfsYDC001  PriceLib   homeslot  -      
A00406JE  ok        appendable            19485     19462             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00407JE  ok        appendable            19485     19473             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00408JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00409JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00410JE  ok        appendable            19485     19465             19            0%  gpfsYDC001  PriceLib   homeslot  -      
A00411JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00412JE  ok        appendable            19485     19478              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00413JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00414JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00415JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00416JE  ok        appendable            19485     19482              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00417JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00418JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00419JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00420JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00421JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00422JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   homeslot  -      
A00423JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00424JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00425JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00426JE  ok        appendable            19485     19476              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00427JE  ok        appendable            19485     19462             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00428JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00429JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00430JE  ok        appendable            19485     19483              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00431JE  ok        appendable            19485     19464             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00432JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00433JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00434JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00435JE  ok        appendable            19485     19479              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00436JE  ok        appendable            19485     19476              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00437JE  ok        appendable            19485     19475              9            0%  gpfsYDC001  PriceLib   homeslot  -      
A00438JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00439JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00440JE  ok        appendable            19485     19472             13            0%  gpfsYDC001  PriceLib   homeslot  -      
A00441JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00442JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00443JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00444JE  ok        appendable            19485     19467             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00445JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00446JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00447JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   drive     -      
A00448JE  ok        appendable            19485     19481              3            0%  gpfsYDC001  PriceLib   homeslot  -      
A00449JE  ok        appendable            19485     19480              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00450JE  ok        appendable            19485     19465             20            0%  gpfsYDC001  PriceLib   homeslot  -      
A00451JE  ok        appendable            19485     19474             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00452JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
